"text"
"RT @BoringMilner: It's BoringMilner, not BooingMilner @ManCity.\n\nCheers,\nJames"
"Chelsea are leading the race to sign Belgium international Romelu Lukaku if their former player leaves Goodison Par… https://t.co/RnSdkGsWkp"
"RT @BoringMilner: I'm surprised the City fans have been booing me today. They usually sit in silence at the Etihad."
"Arsène Wenger will sign a one-year deal to stay with Arsenal rather than the two-year contract he was offered. (Sou… https://t.co/1wjKZWVwkQ"
"Stoke, Crystal Palace and Newcastle are all interested in ending Luke Shaw's Manchester United misery. (Source: Dai… https://t.co/C1HK0gp1yp"
"RT @Football__Tweet: Last chance to play along with us!\n\n⚽️ No deposit required\n⚽️ Real £££ to be won\n⚽️ Quick sign up\n\nTickle it. 👉🏻 https…"
"RT @BoringMilner: I just told Emre Can that I'll be making my 450th career appearance today. He said Oh really? I said Yeah, because Burnle…"
"Manchester United and Arsenal both sent scouts to watch Monaco star Tiemoué Bakayoko in action this week. (Source:… https://t.co/pJ8Svo2YH6"
"Manchester City boss Pep Guardiola is mulling over a £30m bid for Barcelona goalkeeper Marc-André ter Stegen. (Sour… https://t.co/qLfHBvna0q"
"Manchester City have again made Leonardo Bonucci a £50m target to strengthen their defence and replace Vincent Komp… https://t.co/0Kg8xSRPN9"
"Manchester City think they can sign Barcelona forward Lionel Messi with the Argentine yet to agree a new deal. (Sou… https://t.co/oCOvE6m1pR"
"RT @Football__Tweet: Let's all give @Squawka's Playzoola game a go today.\n\n⚽️ FREE\n⚽️ £££ to be won\n⚽️ £5 gift on sign up\n\nPlay here 👉🏻 htt…"
"Liverpool manager Jürgen Klopp is trying to land Borussia Dortmund's Ousmane Dembélé this summer. (Source: Daily Mi… https://t.co/F6Pi1wVCoV"
"Chelsea are preparing a £40m double swoop for Benjamin Mendy and Bernardo Silva. (Source: Daily Mirror) https://t.co/CIfZHr8pFf"
"Arsène Wenger is set to infuriate thousands of Arsenal fans by signing a new one-year contract. (Source: Sunday Exp… https://t.co/emOKxcQQGz"
"Arsenal will join the chase for Ross Barkley if the Everton midfielder is put up for sale this summer. (Source: Sun… https://t.co/Dm8TISt4gh"
"RT @3rdEyeNot: #10ReasonsWhy which league is better... the Premier League or La Liga? https://t.co/gJ0gnHUGcs"
"Arsène Wenger has said he will announce his plans ""very soon"" after reaching a decision about his future as Arsenal… https://t.co/RlzccNEsLp"
"Manchester City boss Pep Guardiola wants to sign Bayern Munich and Germany defender Joshua Kimmich in the summer. (… https://t.co/UBFjL0MZqp"
"Tottenham have identified Crystal Palace winger Wilfried Zaha and Everton playmaker Ross Barkley as summer targets.… https://t.co/eyvcYZgg9u"
"Manchester United's Zlatan Ibrahimović has refused to rule out the possibility of joining Napoli in the summer. (So… https://t.co/qFseVJi3vo"
"Barcelona are interested in signing Monaco's 18-year old forward Kylian Mbappé. (Source: SPORT) https://t.co/a3fp0oskzv"
"Manchester United have stepped up their interest in Monaco's 18-year-old forward Kylian Mbappé and Tiemoué Bakayoko… https://t.co/HOdAR8AZwF"
"RT @MatchoftheDave: Giving Squawka's Playzoola game a crack again on Sunday.\n\n👍🏻 No deposit\n💷 FREE\n🤷🏻‍♂️ Why not?\n\nPlay with me here 👉🏻 htt…"
"Southampton are considering a bid for Joe Hart with Everton eyeing Fraser Forster. (Source: Daily Mail) https://t.co/ZLABB1W3Bl"
"Barcelona have reportedly targeted Borussia Dortmund whizkid Ousmane Dembélé. (Source: Daily Mail) https://t.co/ezk64ZKoab"
"Harry Redknapp is in line to become Ghana's national coach. (Source: Sun Sport) https://t.co/hLX5pHhoLZ"
"RT @Football__Tweet: #10ReasonsWhy Cheltenham has been absolutely class this week. https://t.co/UOsBUP2pe8"
"Arsenal boss Arsène Wenger wants to sign Barcelona star Rafinha this summer. (Source: Daily Star) https://t.co/MAYgkwUvrF"
"BREAKING: Yaya Touré's agent expects the midfielder to leave Manchester City in the summer. (Source: SkySports) https://t.co/nnNBZzZSuQ"
"Manchester United chief Ed Woodward has met Romelu Lukaku's agent Mino Raiola for transfer talks in Manchester. (So… https://t.co/USUbyiY8S9"
"Chelsea will have to pay Thibaut Courtois more than £200,000-a-week to keep him out of Real Madrid's clutches. (Sou… https://t.co/JrkYC4dUqv"
"Paris Saint-Germain could move for Tottenham boss Mauricio Pochettino if they change manager this summer. (Source:… https://t.co/jI0Z7LBku9"
"Bayern Munich are keen to sign Bayer Leverkusen's 20-year-old winger Julian Brandt. (Source: BILD) https://t.co/csyj1D7Wis"
"Zlatan Ibrahimović's agent has been in the US for negotiations with LA Galaxy, as the Man Utd striker considers his… https://t.co/uvX5Nrd7Mo"
"Everton have told Chelsea they will have to pay more than £65m if they want to sign Romelu Lukaku. (Source: Evening… https://t.co/A6A87sezKR"
"Chelsea will sell striker Diego Costa to fund their bid for Romelu Lukaku and Real Madrid striker Álvaro Morata. (S… https://t.co/o9TOaSyVNn"
"Barcelona are targeting a move for 19-year-old Borussia Dortmund sensation Ousmane Dembélé this summer. (Source: Da… https://t.co/AE2WOcNocc"
"Barcelona want to bring Thiago Alcântara back to the Nou Camp from Bayern Munich in the summer. (Source: Daily Expr… https://t.co/wjodZrG0Bh"
"Chelsea boss Antonio Conte has made Napoli's Kalidou Koulibaly one of his main summer transfer target. (Source: Dai… https://t.co/UUQVUigGLV"
"Aitor Karanka has left Middlesbrough by mutual consent. (Source: @Boro) https://t.co/5HocrX5YPc"
"Manchester United are the latest big club to seriously monitor Celtic star Moussa Dembélé. (Source: Independent) https://t.co/NnaesXDQqx"
"Liverpool will face stiff competition from Bayern Munich for £20m-rated Bayer Leverkusen winger Julian Brandt. (Sou… https://t.co/Gjy1XdhqBu"
"Chelsea are considering a £100m swoop on Everton for both striker Romelu Lukaku and midfielder Ross Barkley. (Sourc… https://t.co/z1PtxbW45n"
"Arsenal want to sign Everton midfielder Idrissa Gueye in the summer. (Source: Sun Sport) https://t.co/4jXwIYGds2"
"Manchester United will face competition from Barcelona to sign PSG midfielder Marco Verratti this summer. (Source:… https://t.co/fAlR992CwP"
"Romelu Lukaku wants to leave Everton this summer because he wants to play Champions League football next season. (S… https://t.co/IaSiToUnvO"
"West Ham defender Winston Reid will be offered a double-your-money new contract this summer. (Source: Daily Mail) https://t.co/SkBTbTjIn0"
"West Ham considering a move to sign Juventus and Croatia striker Mario Mandžukić. (Source: Sun Sport) https://t.co/zxo8zJVaMC"
"DEAL DONE: Gonzalo Castro has signed a new contract at Borussia Dortmund unitl 2020. (Source: @BVB) https://t.co/9WJ5FsDj6V"
"Chelsea believe they can land Romelu Lukaku this summer after it emerged he wouldn't sign a new deal at Everton. (S… https://t.co/4ES63U273p"
"Chelsea and Manchester City are both looking to sign €60m-rated Kingsley Coman this summer. (Source: Calciomercato) https://t.co/U8Tw6wu5HW"
"Juventus are ready to offer 17-year-old Moise Kean a new contract as they try to ward off interest from the PL. (So… https://t.co/CIwNFVoupo"
"Jorge Sampaoli has admitted he would like to work with Alexis Sánchez again. (Source: Sky Sports) https://t.co/T6S1QhjPqQ"
"Romelu Lukaku has told Everton he won't be signing a new contract. (Source: talkSPORT) https://t.co/3nHW6SNfvj"
"West Ham are hoping to sign Juventus striker Mario Mandžukić this summer. (Source: talkSPORT) https://t.co/svCzRgXeOJ"
"Arsène Wenger is looking to strengthen his Arsenal defence with a summer move for Celtic's Kieran Tierney. (Source:… https://t.co/SNKFHZQtOu"
"Manchester United manager Jose Mourinho is eyeing a shock move for Arsenal's Germany midfielder Mesut Özil. (Source… https://t.co/VsAFMnrx1L"
"RT @Footy_Vines: Loving Cheltenham already! #10ReasonsWhy...  https://t.co/Mpz4f4BPYC"
"West Ham have made an inquiry about signing striker Lucas Pérez from Arsenal this summer. (Source: The Times) https://t.co/8uSJ0tTWjV"
"Bournemouth are plotting a new swoop for Nathan Aké this summer after a bid for the Chelsea defender failed in Janu… https://t.co/5xdDmoGgkH"
"Arsenal have put in-demand Celtic hotshot Moussa Dembélé firmly on their summer wish list. (Source: Daily Star) https://t.co/dx8g52XF1R"
"Arsenal have opened talks with Barcelona over the £35m transfer of Héctor Bellerín. (Source: SPORT) https://t.co/Fun7OAGM36"
"DEAL DONE: Nottingham Forest have appointed Mark Warburton as their new manager. Good appointment. (Source: @NFFC) https://t.co/Mi8Qfhi1Nr"
"Arsenal are eyeing Everton midfielder Idrissa Gueye this summer - to turn him into their own N'Golo Kanté. (Source:… https://t.co/q1oBkQr0wc"
"DEAL DONE: Derby County have confirmed the appointment of Gary Rowett as the club's new manager. (Source:… https://t.co/ZHkzNtmt43"
"Manchester United and Barcelona target Marco Verratti has told his agent to listen to offers to leave PSG this summ… https://t.co/m5Q7HtwOle"
"Lucas Pérez is eager for a summer exit at Arsenal, with AC Milan interested in the Gunners winger. (Source: Metro) https://t.co/4j6fmYxyxp"
"Real Madrid are willing to offer Isco and Mateo Kovačić to Juventus in order to sign Paulo Dybala this summer. (Sou… https://t.co/RTtXyGTmCC"
"Antonio Conte has hinted John Terry has played his last game for the club at 36. (Source: Daily Express) https://t.co/bAMuPAuTIm"
"BREAKING: Derby County are close to appointing Gary Rowett as their next manager. (Source: SkySports) https://t.co/gHrIb9kHyJ"
"Bayern Munich could make a surprise move to end Granit Xhaka's disappointing spell at Arsenal. (Source: Sun Sport) https://t.co/KdLloafoZ6"
"Toby Alderweireld is close to sealing a new contract with Spurs - with the deal also dropping his £25m release clau… https://t.co/Wd3Z6nuPfx"
"Atlético Madrid are interested in signing Lyon's France striker Alexandre Lacazette this summer. (Source: MARCA) https://t.co/4uutDv6Uyt"
"Chelsea are ready to compete with Arsenal for Wolves' £20m-rated Portuguese forward Helder Costa. (Source: Sun Spor… https://t.co/hniEpZhaaL"
"Manchester City could be ready to move for Germany midfielder Joshua Kimmich, who is at Bayern Munich. (Source: Dai… https://t.co/EUfyvln0gn"
"Alexis Sánchez and Mesut Özil\nare demanding wages in line with Paul Pogba's £290,000-a-week salary at Man United. (… https://t.co/Gc4xqbVbJF"
"Nottingham Forest are set to appoint former Rangers and Brentford boss Mark Warburton as their new manager. (Source… https://t.co/EwqUgfxFJc"
"BREAKING: Wigan Athletic have sacked manager Warren Joyce. (Source: @LaticsOfficial) https://t.co/30kAvRhc9q"
"West Ham are planning to sell Andy Carroll in the summer - and replace him with Liverpool's Daniel Sturridge. (Sour… https://t.co/1iDheH0WMS"
"BREAKING: Derby have sacked Steve McClaren for the second time in 3 years. He's won 6 points from his last 9 games.… https://t.co/p3M4fp9Z2Z"
"Manchester City are on alert after Joshua Kimmich expressed his unhappiness at a lack of playing time at Bayern Mun… https://t.co/yc9cRkpgat"
"DEAL DONE: Leicester City have appointed Craig Shakespeare as manager on a contract until the end of the season. (S… https://t.co/UoJSiIdA8d"
"Manchester United are in advanced talks over a deal for Roma midfielder Kevin Strootman. (Source: Daily Star Sunday) https://t.co/PMOVJpPXee"
"West Ham are planning to sell Andy Carroll in the summer - and replace him with Liverpool's Daniel Sturridge. (Sour… https://t.co/yQovH1x9Fq"
"Paris Saint-Germain are interested in snapping up Arsène Wenger if he leaves Arsenal at the end of the season. (Sou… https://t.co/9NMEbbcDcD"
"Everton are considering a move for Swansea winger Gylfi Sigurðsson, who is said to be available for £25-30m. (Sourc… https://t.co/5BcqXYTvIM"
"Liverpool, Arsenal, Chelsea and Manchester City will send scouts to watch Moussa Dembélé against Rangers tomorrow.… https://t.co/UK82vYEKxr"
"DEAL DONE: Rangers have appointed Pedro Caixinha as the club's new manager on a 3-year contract. (Source:… https://t.co/EhCr16lHIF"
"Arsenal could sign Juventus star Paulo Dybala in the summer if Massimiliano Allegri replaces Arsène Wenger. (Source… https://t.co/GESeVnnBpW"
"West Brom are considering a summer move for Chelsea defender John Terry. (Source: Daily Mirror) https://t.co/pcMvk4Sawv"
"Mauricio Pochettino is on a list of managers that could replace Unai Emery at PSG at the end of the season. (Source… https://t.co/zIHeNNmKvU"
"Manchester United are planning a sensational move for Arsenal forward Alexis Sánchez. (Source: Daily Express) https://t.co/bKNn9cMoWR"
"Juventus boss Massimiliano Allegri has given Arsenal three weeks to decide if they want him to replace Arsène Wenge… https://t.co/JRduN6fGG2"
"Barcelona are ready to step up their pursuit of Southampton defender Cédric Soares. (Source: Daily Express) https://t.co/W70qSxywMi"
"Manchester United have held talks with Napoli star Dries Mertens over a summer transfer. (Source: Daily Express) https://t.co/vtsXwPye5H"
"Norwich City have sacked manager Alex Neil. (Source: @NorwichCityFC) https://t.co/qfMVWAVqye"
"Manchester City right-back Bacary Sagna is keen on a move to West Ham. (Source: Sun Sport) https://t.co/nIe9tBDXsV"
"Chelsea have made a £21.5m bid for Inter Milan midfielder Antonio Candreva. (Source: Express) https://t.co/VXY8DDQaoH"
"Chelsea and Barcelona target Marco Verratti will not be leaving PSG this summer, according to the French club. (Sou… https://t.co/AxHH4sHmzk"
"#lcfc invited to play in Premier League Asia Trophy - but won't commit during relegation fight https://t.co/Q35Hz14x4Y via @telefootball"
"Samir Nasri brands Jamie Vardy 'a cheat' after #lcfc reach CL quarter-finals. Sour grapes? https://t.co/Rn75g8POzd via @telefootball"
"Interesting one. Derby sack Steve McClaren (again) but want his son Joe to stay on as chief scout #dcfc https://t.co/VM5gaDDnEp"
"The making of Craig Shakespeare - how he emerged from the shadows to take centre stage at #lcfc https://t.co/AO4SZHEYnX"
"Gary Rowett close to becoming new Derby manager. Likely to be 2 1/2 year deal and announcement tomorrow #dcfc"
"#nffc are in talks with former Rangers manager Mark Warburton. Hopeful of agreeing a deal in the next few days."
"Gary Rowett poised for Derby job after Steve McClaren is sacked for the second time #dcfc https://t.co/86LcCkJzmz via @telefootball"
"RT @TeleFootball: Steve McClaren's future at Derby County uncertain after wretched run of results @JPercyTelegraph https://t.co/CDXo3lzVfa"
"RT @TeleFootball: Norwich City want Alan Pardew as new manager after sacking Alex Neil https://t.co/9BeBtMxKlp"
