"text"
"RT @Gibney_A: Good read this. Will be of interest to #nufc fans. #thauvin https://t.co/rPBDJPQdB3"
"Can't be long before these message planes are banned from flying over grounds."
"RT @Sport_Witness: Dele Alli says he's not considering a move now, but if he stops developing he'll think about things. #THFC https://t.co/…"
"RT @Sport_Witness: Isco to Tottenham may be nonsense, but has some romance about it. #THFC https://t.co/L5LRnIZYG1"
"RT @Sport_Witness: Bellerin. €90m. Barca DNA. And Hector being too cool to go the desperate route. #AFC https://t.co/eO13FDQUI1"
"RT @Sport_Witness: Jorge Mendes has offered Nicolas Otamendi to Real Madrid, interesting situation. #MCFC https://t.co/OySYtmdiry"
"RT @Sport_Witness: Newcastle United transfer sees boy turn into man, using ‘difficult times’ to his advantage. #NUFC https://t.co/LXCehTrMGw"
"RT @Sport_Witness: De Gea and Mendes ‘ready to put pressure’ on Man United to get Real Madrid move. #MUFC https://t.co/PJULgbcolb"
"RT @Sport_Witness: Lanzini comments on Payet’s departure, praises club’s ‘incredible’ supporters. #WHUFC #COYI https://t.co/2qXMPc3mzq"
"RT @Sport_Witness: Selfies with a murderer: How Bruno’s return and case in general highlight Brazilian problem. https://t.co/2R77oYYYtw"
"New full-backs a necessity for Man City next season, three options Guardiola should look at. #MCFC https://t.co/hpZA1nxhif"
"Man United have defender ‘in mind’ for summer transfer, ready to challenge Man City for fullback. #MCFC #MUFC https://t.co/JlXYwraujw"
"Dele Alli says he's not considering a move now, but if he stops developing he'll think about things. #THFC https://t.co/KqCisGRYNi"
"Isco to Tottenham may be nonsense, but has some romance about it. #THFC https://t.co/L5LRnIZYG1"
"Bellerin. €90m. Barca DNA. And Hector being too cool to go the desperate route. #AFC https://t.co/eO13FDQUI1"
"Jorge Mendes has offered Nicolas Otamendi to Real Madrid, interesting situation. #MCFC https://t.co/OySYtmdiry"
"Newcastle United transfer sees boy turn into man, using ‘difficult times’ to his advantage. #NUFC https://t.co/LXCehTrMGw"
"De Gea and Mendes ‘ready to put pressure’ on Man United to get Real Madrid move. #MUFC https://t.co/PJULgbcolb"
"RT @Sport_Witness: Exclusive: Man United’s @andrinhopereira talks about Jose Mourinho and important loan spell. #MUFC https://t.co/AhydftiR…"
"RT @LucasSposito_: I spoke to @andrinhopereira, who is looking forward to a #MUFC return: https://t.co/XbDoi3I8Ux"
"De Gea and Mendes ‘ready to put pressure’ on Man United to get Real Madrid move. #MUFC https://t.co/PJULgbcolb"
"RT @pash021: Great interview https://t.co/VaHIOaMHe3"
"RT @AcademyManUtd: #loanwatch: Andreas Pereira has spoken to @Sport_Witness exclusively about Mourinho + his loan at Granada. #mufc \n\nhttps…"
"Exclusive: Man United’s @andrinhopereira talks about Jose Mourinho and important loan spell. #MUFC https://t.co/AhydftiRWn"
"Exclusive interview coming up soon which will be of interest to Manchester United fans."
"Lanzini comments on Payet’s departure, praises club’s ‘incredible’ supporters. #WHUFC #COYI https://t.co/2qXMPc3mzq"
"RT @Wolf_Stack: Good list. I approve. https://t.co/syPgT1tI3R"
"RT @Sport_Witness: New full-backs a necessity for Man City next season, three options @ThCoast thinks Guardiola should look at. #MCFC https…"
"RT @Sport_Witness: Man United have defender ‘in mind’ for summer transfer, ready to challenge Man City for fullback. #MUFC #MCFC https://t.…"
"RT @Sport_Witness: Jorge Mendes has offered Nicolas Otamendi to Real Madrid, interesting situation. #MCFC #HalaMadrid https://t.co/OySYtmdi…"
"RT @Sport_Witness: Bellerin. Barca DNA. €90m deal. Hector too cool to go the desperate route. #AFC https://t.co/eO13FDQUI1"
"RT @Sport_Witness: Yours for €70m – Chelsea can get Morata. #CFC https://t.co/zguZkqKvBY"
"RT @Sport_Witness: Ruffier and Liverpool links continue. #LFC https://t.co/2Kc1MBwZij"
"RT @Sport_Witness: It may be nonsense, but there's something special about Isco to Tottenham. #THFC https://t.co/L5LRnIZYG1"
"Man United have defender ‘in mind’ for summer transfer, ready to challenge Man City for fullback. #MUFC #MCFC https://t.co/JlXYwraujw"
"Jorge Mendes has offered Nicolas Otamendi to Real Madrid, interesting situation. #MCFC #HalaMadrid https://t.co/OySYtmdiry"
"Bellerin. Barca DNA. €90m deal. Hector too cool to go the desperate route. #AFC https://t.co/eO13FDQUI1"
"Let's all have a disco, Alli, Kane and Isco... 😉\nhttps://t.co/yMWILQu7sB"
"RT @HotspurRelated: .@Sport_Witness on the continued links between Spurs and Real Madrid attacker Isco: https://t.co/iLwykBgUaX. #THFC http…"
"New full-backs a necessity for Man City next season, three options @ThCoast thinks Guardiola should look at. #MCFC https://t.co/hpZA1nxhif"
"Yours for €70m – Chelsea can get Morata. #CFC https://t.co/zguZkqKvBY"
"Ruffier and Liverpool links continue. #LFC https://t.co/2Kc1MBwZij"
"It may be nonsense, but there's something special about Isco to Tottenham. #THFC https://t.co/L5LRnIZYG1"
"RT @thcoast: And before a lot of you look at the headline and scoff, the player himself has explained he isn’t looking to move to a huge cl…"
"RT @thcoast: Now that #MUFC have drawn #RSCA, where on earth did I put my most recent Youri Tielemans piece? Ah, yes, here it is: https://t…"
"Bukharov sounds like a really fun drinking game. Like a mix of Becherovka (it's Czech, try it) and Buckaroo."
"RT @MUFC2699: @Sport_Witness still better than his toast tbf"
"Passing a peeled banana around and then someone eats it. 😷"
"What a strange half of football. Rostov defensive but happy to give ball away repeatedly, Man United going forward like a slow gentle wave."
"RT @davenewell1979: @Sport_Witness probably confused by that green stuff they've been asked to play on..."
"Rostov look like they're waiting to be put out of their misery."
"RT @GiggsInMidfield: Had the opportunity to give a (very) short explanation about this unbelievable situation. Check it out. https://t.co/d…"
"Nobody will replace Fredy. 💔\n\nhttps://t.co/0hYIh4dH1O"
"Jose Mourinho is signing all of the scouts. #MUFC https://t.co/thBpR2WQJV"
"On Monday Antoine Griezmann will be answering questions people to submit to L'Equipe. There's a link. 👇 😉\n\nhttps://t.co/wimNF5P2jA"
"RT @Sport_Witness: Brozovic rumours are well and truly back. €25m. Tottenham and Chelsea. #THFC #CFC https://t.co/C6xDQOvgzC"
"RT @Sport_Witness: Marca say Jose Mourinho ‘dreams’ of signing Alvaro Morata and Raphael Varane. #MUFC https://t.co/LLk4YUM2ms"
"Manchester City tracking U19 Euro champion’s progress as Guardiola steps up Ligue 1 scouting. #MCFC https://t.co/jpxze3NzTr"
"RT @eaamalyon: Could this brie any more Arsenal? https://t.co/7FI3kpEFpL"
"The idea of Kasper Schmeichel to #MUFC is popular in Denmark, and Leicester journalist talks it up. £30m. #LCFC https://t.co/tlWUCgag0i"
"Dengue fever stops Manchester City transfer in its tracks, could be revived. #MCFC https://t.co/iAeLZJExUs"
"Batshuayi linked in France with summer move to Lyon. #CFC https://t.co/TvJ4h1BEM4"
"“The first thing is to talk to Aston Villa” – Carles Gil sounds keen on summer deal. #AVFC https://t.co/99H8Mguuan"
"Whereas in Belgium it was claimed Mertens won't get a huge club, in Italy they reckon #MUFC and #MCFC ready to talk. https://t.co/RBvLbNZXjD"
"RT @Sport_Witness: Oriol Romeu talks to Catalan press about Barca move, would need assurances. #Saintsfc https://t.co/lHeDUFflpx"
"RT @Sport_Witness: Insistence Man United want to sign 22 year old Keita Baldé, and can now do so for just €20m. #MUFC https://t.co/RQrdgVTw…"
"RT @Sport_Witness: Claims Guardiola personally initiates contact over €60m Lacazette deal. #MCFC https://t.co/Lrf56ZhjKA"
"Manchester City have ‘gentlemen’s agreement’ over signing Edderson, claim Record. #MCFC https://t.co/sOtU7OrvUf"
"Brozovic rumours are well and truly back. €25m. Tottenham and Chelsea. #THFC #CFC https://t.co/C6xDQOvgzC"
"Djurgardens found out via Twitter that Bristol City transfer off, picked up phone, player unhappy. #Bristolcity https://t.co/aprDcgPtOv"
"Marca say Jose Mourinho ‘dreams’ of signing Alvaro Morata and Raphael Varane. #MUFC https://t.co/LLk4YUM2ms"
"Selfies with a murderer: How Bruno’s return and case in general highlight Brazilian problem. https://t.co/2R77oYYYtw"
"Oriol Romeu talks to Catalan press about Barca move, would need assurances. #Saintsfc https://t.co/lHeDUFflpx"
"Insistence Man United want to sign 22 year old Keita Baldé, and can now do so for just €20m. #MUFC https://t.co/RQrdgVTwvx"
"Director says Engvall deal can be completed, denies player has returned to  Bristol City. #bristolcity https://t.co/gEUSBqm1M4"
"Claims Guardiola personally initiates contact over €60m Lacazette deal. #MCFC https://t.co/Lrf56ZhjKA"
"RT @Kieferzoidy: @Sport_Witness https://t.co/6lftxG5ewu"
"They must have a plan. They've got to have a plan. They have a plan, right?\nhttps://t.co/ABgRC8hsEF"
"RT @Sport_Witness: When Man United were being linked with Monaco players in February, our @thcoast wrote this. #MUFC https://t.co/A2umgeBAdA"
"And here we go. https://t.co/knCuUbYFZv"
"RT @Sport_Witness: This is the screenshot being passed around social media to mock Wenger, then a snippet of what he actually said. So purp…"
"RT @ericwirianata: A great manager who never afraid to be outshine.. another great insight from @Sport_Witness well done! https://t.co/YI2a…"
"RT @Na5hit: Amazing read! https://t.co/uOZOM4T0ct"
"RT @Sport_Witness: Arsenal back-room exodus and claims of new structure suggest change is in the air. #AFC https://t.co/6ZqlVuvcXh"
"RT @Sport_Witness: José Mourinho tells Portuguese TV he needs to make Sir Alex Ferguson ‘feel loved’, he’s been ‘a little shy’. #MUFC https…"
"RT @Sport_Witness: Olivier Giroud planning move to MLS or China in ‘one or two seasons’. #AFC https://t.co/unlQqGZT9c"
"RT @Sport_Witness: Chelsea’s Abramovich has ‘already betrayed’ Antonio Conte by ‘breaking January promise’. #CFC https://t.co/FW22Xjh8og"
"RT @Sport_Witness: Arsenal and Florian Lejeune. A curious situation. #AFC https://t.co/yJmr9sC0Hd"
"Leroy Sane is working so hard, can't ask much more."
"There are many wonderful things to be said about Kevin De Bruyne, that he's an athlete is not one of them."
"When Man United were being linked with Monaco players in February, our @thcoast wrote this. #MUFC https://t.co/A2umgeBAdA"
"RT @randhawamufc: Nice read. 😍👍 https://t.co/qQ1HtKVLgL"
"RT @foosballmeister: Superb read btw https://t.co/6QELMwutXu"
"RT @Stretford_Dogs: Love this.... https://t.co/FjqgHMhOHj"
"RT @Dantastic1987: This is a good read #mufc https://t.co/bxnCOTPrR4"
"Crystal Palace player addresses recent rumour directly via his Facebook, isn’t pleased about it. #CPFC https://t.co/WUcjFLS0xJ"
"José Mourinho tells Portuguese TV he needs to make Sir Alex Ferguson ‘feel loved’, he’s been ‘a little shy’. #MUFC https://t.co/ssFWZvBQZj"
"Arsenal back-room exodus and claims of new structure suggest change is in the air. #AFC https://t.co/6ZqlVuvcXh"
"Middlesbrough to deal with Brazilian club for goalkeeper? We take a look… #Boro #UTB https://t.co/kt2nOusMTs"
"Belgium's Het Nieuwsblad say #WHUFC, #CPFC and #NUFC are the level for Dries Mertens in England. https://t.co/QmB2obMmGB Who needs enemies?"
